difficulty,method,mean_delay,detection_rate,mean_false_alarm_rate
easy,v1 naive,15.384615384615385,0.8666666666666667,0.00110803324099723
easy,adaptive CUSUM,-80.0,1.0,0.009444444444444443
easy,DAS-CUSUM,-85.92307692307692,0.8666666666666667,0.008518518518518517
